ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
1132,F,S,1,13109.1,62.606667,U,Buyer,LOW VALUE,HIGH INCOME FAMILY,BUYER,INSTORE LOW VALUE NON OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,0.51345229,
1133,M,S,1,92647.5,56.046667,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,0.61106546,
1134,M,S,2,21021.6,62.753333,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,0.53062877,
1135,M,S,0,74460.7,55.34,M,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0.41364094,
1138,F,S,2,28787.4,41.666667,M,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0.6804261,
1141,M,M,1,13091.6,59.126667,S,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0.4980482,
1144,F,M,2,62061.8,45.92,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,0.63145455,
1145,F,M,1,20550.9,22.12,U,Buyer,LOW VALUE,MARRIED WOMEN,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Italy,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,0.75714286,
1264,F,M,1,95620.3,41.0,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,0.51345229,
1265,F,D,1,85275.0,70.0,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,0.61106546,
1266,F,M,1,66921.4,61.0,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,,
1267,F,M,1,98453.6,55.0,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,,
1268,F,M,2,94026.8,27.746667,U,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Italy,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,0.63657091,
1313,M,S,1,16432.1,20.92,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0.72868217,
1314,M,M,0,62797.9,54.446667,M,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,0.61745224,
1622,F,M,2,8204.72,52.973333,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,0.48883347,
1623,M,M,1,97180.4,33.0,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,0.50270552,
1625,F,S,2,38280.0,33.74,M,Product Viewer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Italy,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,0.48336358,
1626,M,S,0,64136.6,61.106667,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,0.52776509,
1628,F,M,2,45429.7,61.713333,M,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Italy,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,0.51132724,
1630,F,S,0,25285.5,53.986667,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Italy,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0.46503497,
1631,F,M,2,77551.1,33.6,M,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Italy,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0.72868217,
1677,M,M,1,63900.9,28.333333,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,0.48883347,
1678,M,M,2,28766.9,46.84,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,0.48336358,
1680,M,M,1,5252.29,16.333333,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,0.52776509,
1684,M,M,2,91272.2,25.033333,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0.73154362,
1690,M,S,0,69000.0,42.0,U,Product Viewer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0.51729686,
1742,F,M,2,87578.2,53.366667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,0.52060738,
1743,F,M,2,86695.4,13.906667,U,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,0.48883347,
1745,F,S,2,76791.2,55.0,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,0.48336358,
1749,F,S,0,30763.8,14.193333,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,0.51345229,
1750,F,M,2,3193.6,54.046667,U,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,0.61106546,
1751,M,M,1,69680.9,15.846667,U,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0.46503497,
1899,F,M,2,83259.3,50.88,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,0.52060738,
1902,M,M,1,20818.5,12.68,U,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,0.45368999,
1906,F,M,2,2185.6,52.513333,M,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,0.4511865,
1908,M,M,1,76511.3,62.08,M,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,0.50270552,
1910,F,M,1,6946.07,20.0,M,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,0.5130117,
1911,F,M,2,11234.7,49.046667,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,0.40180175,
1913,F,M,2,36660.9,39.96,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,0.51345229,
1915,F,M,2,68462.8,34.4,U,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,0.52629521,
1918,F,M,2,72841.3,47.02,U,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,,
1919,M,M,1,63670.8,46.146667,U,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0.70791287,
1922,M,M,0,12387.6,56.173333,U,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,,
1924,F,M,1,82931.3,64.64,M,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,0.63657091,
1925,F,M,2,57483.9,44.026667,M,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,Spain,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,0.75714286,
2260,F,S,1,73338.0,48.246667,M,Visitor,HIGH VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,0.49537618,
2261,F,S,0,433.74,60.746667,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,0.51439372,
2262,F,M,2,16962.2,45.36,M,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,0.4511865,
2264,M,M,2,10708.3,26.026667,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,0.50270552,
2267,F,M,0,2031.61,20.3,U,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,0.4887287,
2270,F,S,2,16938.5,70.0,M,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,0.52776509,
2273,F,M,0,55221.0,55.0,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Putters,Course Pro Putter,2013,Q1 2013,0.61106546,
2274,F,M,1,8073.11,52.0,U,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,0.51132724,
2275,M,M,1,95448.6,53.68,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,0.46503497,
2276,M,S,1,24141.5,17.006667,U,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,0.66755829,
2277,M,S,2,63152.6,63.173333,U,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,0.46215653,
2279,M,S,2,72084.7,55.64,S,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,Spain,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,0.62845534,
2280,F,S,0,42760.5,42.0,S,Visitor,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,Spain,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,0.75714286,
2351,F,S,1,13109.1,62.606667,S,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,0.4511865,
2352,M,S,1,92647.5,56.046667,U,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q2 2013,0.52776509,
2353,F,S,2,21021.6,62.753333,M,Visitor,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,0.73684211,
2354,M,S,0,74460.7,55.34,S,Visitor,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,United States,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,0.76190476,
2471,F,M,2,69133.9,26.833333,M,Buyer,MEDIUM VALUE,MARRIED WOMEN,BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,0.49537618,
2473,F,M,2,84948.0,29.446667,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q2 2013,0.47313351,
2474,F,M,2,30998.8,40.96,M,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,0.45245336,
2480,M,M,2,21416.5,35.653333,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q2 2013,0.50270552,
2484,M,S,0,78554.2,16.7,U,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q2 2013,0.49987272,
2485,F,M,2,38215.9,30.886667,U,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,0.48336358,
2486,F,M,1,30000.0,21.0,U,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q2 2013,0.52804756,
2487,F,M,2,49745.3,47.966667,U,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,0.514022,
2489,F,M,2,88427.0,13.86,U,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q2 2013,0.61106546,
2490,F,M,2,98003.7,26.273333,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q2 2013,0.51132724,
2491,M,S,0,89142.7,53.693333,S,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,0.3304842,
2492,F,S,0,74530.8,63.086667,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,0.72972444,
2494,F,S,0,41000.0,22.0,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q2 2013,0.52082828,
2499,F,M,2,76289.2,48.206667,U,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q2 2013,0.61765259,
2501,M,M,1,66931.9,63.933333,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,0.75774579,
2649,F,M,2,86695.4,13.906667,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,0.49537618,
2653,F,M,0,66666.0,60.0,S,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q2 2013,0.45368999,
2654,M,M,1,2067.82,47.853333,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,0.4511865,
2657,M,S,0,30665.2,22.88,M,Product Viewer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q2 2013,0.50270552,
2658,F,M,1,77000.0,48.0,S,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q2 2013,0.50847297,
2659,F,M,1,98680.4,43.0,U,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,0.48336358,
2660,M,M,0,65619.7,46.0,S,Buyer,HIGH VALUE,HIGH INCOME SINGLE,BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q2 2013,0.52776509,
2661,F,M,1,95620.3,46.0,U,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,0.51345229,
2662,F,S,0,85275.0,70.0,S,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q2 2013,0.61106546,
2663,F,M,1,66921.4,55.0,S,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q2 2013,0.51132724,
2664,F,M,1,98453.6,52.0,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,,
2666,F,S,2,57420.0,43.0,U,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,0.72868217,
2667,M,M,0,58986.2,26.98,S,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q2 2013,0.51932837,
2668,F,M,2,47639.1,61.0,S,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,0.75714286,
2788,M,M,0,95448.6,53.68,M,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Warehouse Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,0.51345229,
2789,M,S,1,24141.5,17.006667,S,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Warehouse Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,0.46503497,
2817,M,M,0,19749.3,60.366667,M,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Equipment Rental Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,0.46503497,
2818,M,S,1,57626.9,43.906667,M,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,0.72868217,
2819,M,M,2,20078.0,32.846667,M,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q2 2013,0.61745224,
3297,M,S,1,24141.5,17.006667,M,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,0.49537618,
